paper_id,title,authors,year,venue,doi,publication_type,subdomains,formal_framework,mathematical_formalism,key_contribution,methodology,discusses_internal_representations,discusses_schema_coherence,relevance_sigma_trap,relevance_justification,limitations_stated,open_questions,key_equations_definitions,datasets_used,sample_size,effect_sizes,citation_count,evidence_basis,notes
P163,HADA: Human-AI Agent Decision Alignment Architecture,"Pitkäranta, T.; Pitkäranta, L.",2026,Communications in Computer and Information Science,10.1007/978-3-032-15632-7_5,empirical,value alignment; interpretability; robustness; governance; ethics,none,logic; optimization,,experiment,yes,no,4,,no,,,,,,1,full-text,ft_file=HADA: Human-AI Agent Decision Alignment Architecture.pdf
P164,Attribution Analysis-based Concept Alignment: A Human-in-the-loop Data Debugging Framework,"Chai, L.; Qi, L.; Sun, H.; Zhang, J.; Xu, J.",2026,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v40i21.38793,empirical,value alignment; interpretability; ethics,none,none,,experiment,no,no,4,,no,,,,,,0,abstract,
P165,Decentralized Value Systems Agreements,"Hernández-Sánchez, A.; Criado, N.; Heras, S.; Rebollo, M.; Such, J.",2026,AAMAS 2026 - Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,10.65109/FXWO5737,review,value alignment; robustness; ethics,other,probability; logic; optimization,,not_applicable,no,no,3,,yes,,,,,,0,full-text,ft_file=Decentralized Value Systems Agreements.pdf
P166,Neurodivergent influenceability in agentic AI as a contingent solution to the AI alignment problem,"Hernández-Espinosa, A.; Abrahão, F.S.; Witkowski, O.; Zenil, H.",2026,PNAS Nexus,10.1093/pnasnexus/pgag076,empirical,value alignment; interpretability; robustness; governance; ethics; capabilities,none,probability; logic; optimization,,experiment,yes,no,5,,yes,,,,,,1,full-text,ft_file=Neurodivergent influenceability in agentic AI as a contingent solution to the AI alignment problem.pdf
P167,Scaling International Legal Workflows with Ordinis: A Neuro-Symbolic Framework for GenAI in High-Stakes Domains,"Ndikum, P.; Ndikum, S.",2026,"20th International Conference on Artificial Intelligence and Law, ICAIL 2025 - Proceedings of the Conference",10.1145/3769126.3769223,other,value alignment; interpretability; robustness; governance; capabilities,none,probability; logic; optimization,,not_applicable,no,no,4,,no,,,,,,0,full-text,ft_file=Scaling International Legal Workflows with Ordinis: A Neuro-Symbolic Framework for GenAI in High-Stakes Domains.pdf
P168,Getting in Contract with Large Language Models—An Agency Theory Perspective on Large Language Model Alignment,"Kaltenpoth, S.; Müller, O.",2026,Lecture Notes in Information Systems and Organisation,10.1007/978-3-032-08480-4_4,empirical,value alignment; interpretability; robustness; mesa-optimization; governance; ethics; capabilities,none,probability; logic,,theory,no,no,3,,partially,,,,,,0,full-text,ft_file=Getting in Contract with Large Language Models - An Agency Theory Perspective on Large Language Model Alignment.pdf
P169,Causal Reward Adjustment: Mitigating Reward Hacking in External Reasoning via Backdoor Correction,"Song, R.; Song, Z.; Guo, H.; Qiang, W.",2026,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v40i39.40584,empirical,value alignment; interpretability,none,none,,experiment,yes,no,5,,no,,,,,,0,abstract,
P170,An Affective-Taxis Hypothesis for Alignment and Interpretability,"Sennesh, E.; Ramstead, M.",2026,Lecture Notes in Computer Science,10.1007/978-3-032-00800-8_17,review,value alignment; interpretability; ethics; capabilities,decision theory; other,probability; optimization,,not_applicable,no,related concept,4,,yes,,,,,,1,full-text,ft_file=An Affective-Taxis Hypothesis for Alignment and Interpretability.pdf
P171,Do You Trust Me? Cognitive-Affective Signatures of Trustworthiness in Large Language Models,"Yeo, G.C.; Churina, S.; Jaidka, K.",2026,WWW 2026 - Proceedings of the ACM Web Conference 2026,10.1145/3774904.3792925,empirical,value alignment; interpretability; robustness; governance; ethics,none,optimization,,experiment,yes,no,4,,no,,,,,,0,full-text,ft_file=Do You Trust Me? Cognitive-Affective Signatures of Trustworthiness in Large Language Models.pdf
P172,Ethical Governance Frameworks for AGI in Cyber-Physical Systems,"Chatterjee, S.; Kumar, V.; Kakaraparthi, G.C.",2026,Conference Proceedings - IEEE SOUTHEASTCON,10.1109/SoutheastCon63549.2026.11476039,other,value alignment; interpretability; robustness; governance; ethics; capabilities,none,none,,not_applicable,yes,no,4,,no,,,,,,0,full-text,ft_file=Ethical Governance Frameworks for AGI in Cyber-Physical Systems.pdf
P173,Testing Obedience and Control in AGI: Exploring Irrational Commands and the AI Control Problem,"Yampolskiy, R.V.; Field, S.",2026,Handbook of Human-Centered Artificial Intelligence,10.1007/978-981-95-3658-0_69,other,value alignment; robustness,none,none,,not_applicable,no,no,5,,no,,,,,,0,abstract,
P174,TouchAI: Exploring human–AI perceptual alignment in touch through language model representations,"Zhong, S.; Gatti, E.; Cho, Y.; Obrist, M.",2026,International Journal of Human Computer Studies,10.1016/j.ijhcs.2026.103765,other,value alignment; interpretability; robustness; ethics; capabilities,none,none,,not_applicable,yes,no,3,,partially,,,,,,0,full-text,ft_file=TouchAI: Exploring human–AI perceptual alignment in touch through language model representations.pdf
P175,Towards culture driven artificial intelligence to bridge the cultural cognition gap,"Younas, A.; Zeng, Y.",2026,Discover Artificial Intelligence,10.1007/s44163-026-01060-2,opinion,value alignment; interpretability; robustness; governance; ethics,none,probability; logic; optimization,,not_applicable,yes,no,3,,yes,,,,,,1,full-text,ft_file=Towards culture driven artificial intelligence to bridge the cultural cognition gap.pdf
P176,What Would It Look Like to Align Humans with Ants?,"Conitzer, V.",2026,Contemporary Debates in the Ethics of Artificial Intelligence,10.1002/9781394258840.ch17,opinion,value alignment; robustness; ethics; capabilities,none,optimization,,not_applicable,no,no,4,,yes,,,,,,0,full-text,ft_file=What Would It Look Like to Align Humans with Ants?.pdf
P177,"On the Interplay of Human-AI Alignment, Fairness, and Performance Trade-Offs in Medical Imaging","Luo, H.; Zhou, Z.; Shu, S.Z.; Mortanges, A.P.D.; Berke, R.; Reyes, M.",2026,Lecture Notes in Computer Science,10.1007/978-3-032-05185-1_41,empirical,value alignment; robustness; ethics,none,none,,not_applicable,no,no,3,,no,,,,,,1,abstract,
P178,Hybrid Explanation-Guided Learning for Transformer-Based Chest X-Ray Diagnosis,"Shu, S.Z.; Luo, H.; Poellinger, A.; Reyes, M.",2026,Lecture Notes in Computer Science,10.1007/978-3-032-17611-0_4,other,value alignment; interpretability; robustness; ethics; capabilities,information theory,probability; optimization,,not_applicable,no,no,4,,no,,,,,,0,full-text,ft_file=Hybrid Explanation-Guided Learning for Transformer-Based Chest X-Ray Diagnosis.pdf
P179,Editable XAI: Toward Bidirectional Human-AI Alignment with Co-Editable Explanations of Interpretable Attributes,"Chen, H.; Bai, J.; Tian, F.; Lim, B.Y.",2026,Conference on Human Factors in Computing Systems - Proceedings,10.1145/3772318.3791375,empirical,value alignment; interpretability; ethics,none,logic; optimization,,experiment,no,no,4,,no,,,,,,1,full-text,ft_file=Editable XAI: Toward Bidirectional Human-AI Alignment with Co-Editable Explanations of Interpretable Attributes.pdf
P180,Out of time for the version of record: designing living knowledge infrastructure for AI-accelerated scholarship,"AlAhmad, H.",2026,AI and Society,10.1007/s00146-026-03126-2,review,value alignment; interpretability; robustness; governance; ethics,none,probability; logic,,not_applicable,no,no,3,,yes,,,,,,0,full-text,ft_file=Out of time for the version of record: designing living knowledge infrastructure for AI-accelerated scholarship.pdf
P181,On the Artificial Aesthetic Education of an Architect,"Koh, I.",2026,SpringerBriefs in Architectural Design and Technology,10.1007/978-981-95-0760-3_17,other,value alignment; interpretability; robustness; ethics,none,probability,,not_applicable,no,no,4,,no,,,,,,0,full-text,ft_file=On the Artificial Aesthetic Education of an Architect.pdf
P182,Domain-Guided Soft Actor-Critic for Network Slicing in Cell-Free Massive MIMO Systems,"Li, N.; Song, M.; Shan, H.; Ni, W.; Wang, Y.; Li, X.; Quek, T.Q.S.; Jamalipour, A.",2026,IEEE Transactions on Communications,10.1109/TCOMM.2026.3712554,empirical,value alignment; robustness; ethics,decision theory,probability; optimization,,simulation,no,no,4,,no,,,,,,0,full-text,ft_file=Domain-Guided Soft Actor-Critic for Network Slicing in Cell-Free Massive MIMO Systems.pdf
P183,Aligning explanations with human values: context-sensitive trust calibration in AI decision systems,"Singh, S.; Siemon, D.",2026,Behaviour and Information Technology,10.1080/0144929X.2026.2662402,empirical,value alignment; interpretability; robustness; governance; ethics,none,probability; logic,,experiment,no,no,3,,yes,,,,,,0,full-text,ft_file=Aligning explanations with human values: context-sensitive trust calibration in AI decision systems.pdf
P184,A New Perspective for Alignment Research in Artificial Intelligence,"Jayaswal, B.; Bhardwaj, A.",2026,AIP Conference Proceedings,10.1063/5.0327662,empirical,value alignment; ethics; capabilities,none,none,,not_applicable,no,no,4,,no,,,,,,,abstract,
P185,CONFUCIAN ETHICS AND AI ALIGNMENT,"Villaver, R.B.",2026,Philosophia (Philippines),10.46992/pijp.27.2.a.5,other,value alignment; ethics,none,none,,not_applicable,no,no,4,,no,,,,,,0,abstract,
P186,From Clicks to Preference: A Multi-stage Alignment Framework for Generative Query Suggestion in Conversational System,"Yin, J.; Wang, H.; Bao, P.; Xu, J.; Wang, Y.",2026,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,10.1145/3770854.3783953,empirical,value alignment; interpretability; robustness; capabilities,none,probability; optimization,,experiment,no,no,5,,no,,,,,,0,full-text,ft_file=From Clicks to Preference: A Multi-stage Alignment Framework for Generative Query Suggestion in Conversational System.pdf
P187,Cooperative Multi-Agent Alignment via Boolean Task Algebras and Team Morality Chains,"Rosen, S.",2026,AAMAS 2026 - Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,10.65109/SCKG1056,other,value alignment; interpretability; robustness; ethics; capabilities,none,logic; optimization,,not_applicable,no,related concept,4,,partially,,,,,,0,full-text,ft_file=Cooperative Multi-Agent Alignment via Boolean Task Algebras and Team Morality Chains.pdf
P188,"Managing AI-Powered Cyber Threats, Adversarial Attacks, and Ensuring Ethical AI Alignment with Human Values","Verma, P.K.",2025,International Journal of Performability Engineering,10.23940/ijpe.25.12.p1.673685,empirical,value alignment; interpretability; robustness; governance; ethics; capabilities,none,optimization,,experiment,yes,no,3,,yes,,,,,,0,full-text,"ft_file=Managing AI-Powered Cyber Threats, Adversarial Attacks, and Ensuring Ethical AI Alignment with Human Values.pdf"
P189,A Reinforcement Learning Framework for Robust and Secure LLM Watermarking,"An, L.; Liu, Y.; Liu, Y.; Bu, Y.; Zhang, Y.; Chang, S.",2026,"EACL 2026 - 19th Conference of the European Chapter of the Association for Computational Linguistics, Proceedings of the Conference, Vol. 1 - (Long Papers)",10.18653/v1/2026.eacl-long.338,empirical,value alignment; interpretability; robustness; governance,none,probability; optimization,,experiment,yes,no,4,,yes,,,,,,0,full-text,ft_file=A Reinforcement Learning Framework for Robust and Secure LLM Watermarking.pdf
P190,"A Mathematical Formulation of AGI in the (C, U, V) Framework","He, D.; Fang, C.; Wang, Y.; Peng, Y.; Wang, Y.; Zhu, S.-C.",2026,Engineering,10.1016/j.eng.2025.08.034,empirical,value alignment; robustness; ethics; capabilities,other,optimization,,simulation,no,no,4,,partially,,,,,,2,full-text,"ft_file=A Mathematical Formulation of AGI in the (C, U, V) Framework.pdf"
P191,Instilling Organisational Values in Firefighters Through Simulation-Based Training,"Osman, N.; Rodriguez-Soto, M.; Sabater-Mir, J.",2026,"Law, Governance and Technology Series",10.1007/978-3-032-13063-1_14,empirical,value alignment; interpretability; robustness; ethics,other,optimization,,simulation,yes,no,3,,partially,,,,,,0,full-text,ft_file=Instilling Organisational Values in Firefighters through Simulation-Based Training.pdf
P192,Enhancing out-of-distribution detection with bilateral distribution score,"Zheng, B.; Lin, Y.; Zhu, Y.; Chen, Q.; Wang, C.",2026,Neural Networks,10.1016/j.neunet.2026.108718,empirical,value alignment; robustness; mesa-optimization; ethics; capabilities,information theory,probability; logic; optimization,,experiment,yes,no,3,,no,,,,,,0,full-text,ft_file=Enhancing out-of-distribution detection with bilateral distribution score.pdf
P193,Mechanistic Interpretability: A New Trend in Interpretability Research,"Aoki, K.; Takatsuki, R.; Minegishi, G.; Cho, H.",2026,Transactions of the Japanese Society for Artificial Intelligence,10.1527/tjsai.41-4_AN40-D,review,value alignment; interpretability; robustness; ethics; capabilities,other,optimization,,not_applicable,yes,no,5,,partially,,,,,,0,full-text,ft_file=Mechanistic Interpretability: A New Trend in Interpretability Research.pdf
P194,Building Robust Artificial Intelligence Through Multi-Agent Debate,"Bauschard, S.",2026,AI Pluralism : Fostering Diversity and Dialogue in Artificial Intelligence,10.1007/978-3-032-06558-2_5,empirical,interpretability; robustness; mesa-optimization; governance; ethics,none,none,,experiment,yes,no,5,,no,,,,,,0,abstract,
P195,Specification-Guided Reinforcement Learnin,"Ambadkar, T.",2026,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v40i48.42142,other,value alignment; robustness,other,logic,,not_applicable,no,no,4,,no,,,,,,0,abstract,
P196,Against the Manhattan project framing of AI alignment,"Friederich, S.; Dung, L.",2026,Mind and Language,10.1111/mila.12548,other,value alignment; ethics,none,none,,not_applicable,no,no,3,,no,,,,,,0,abstract,
P197,Value Alignment and Expertise Drift: Value Differences in Manual Data Annotation Based on BERT Models,"Zhang, Z.; Wang, Z.",2026,Lecture Notes in Computer Science,10.1007/978-3-032-29900-0_12,other,value alignment; ethics,none,none,,not_applicable,yes,no,3,,yes,,,,,,0,abstract,
P198,How much of a pluralist is ChatGPT? A comparative study of value pluralism in generative AI chatbots,"Novis-Deutsch, N.; Elyoseph, T.; Elyoseph, Z.",2026,AI and Society,10.1007/s00146-025-02450-3,empirical,value alignment; interpretability; robustness; governance; ethics,none,logic,,experiment,yes,no,3,,no,,,,,,2,full-text,ft_file=How much of a pluralist is ChatGPT? A comparative study of value pluralism in generative AI chatbots.pdf
P199,Social image presentation of virtual sports in social media through the analysis of Twitter data,"Du, W.; Shen, X.; Zhou, S.; Ma, T.; Xu, C.",2026,Scientific Reports,10.1038/s41598-026-36725-6,empirical,value alignment; interpretability; robustness; governance,none,probability,,experiment,yes,no,3,,no,,,,,,1,full-text,ft_file=Social image presentation of virtual sports in social media through the analysis of Twitter data.pdf
P200,Steering AI-driven Personalization of Scientific Text for General Audiences,"Kim, T.; Agarwal, D.; Ackerman, J.; Saha, M.",2025,Proceedings of the ACM on Human-Computer Interaction,10.1145/3757660,other,value alignment; interpretability; ethics; capabilities,none,none,,not_applicable,no,no,3,,yes,,,,,,1,full-text,ft_file=Steering AI-driven Personalization of Scientific Text for General Audiences.pdf
P201,"Artificial General Intelligence: Current Progress, Safety Considerations, and Ethical Imperatives","Potdukhe, N.; Pacharney, U.; Mankar, M.; Waghale, A.; Gadbail, H.N.; Dube, N.",2026,"Proceedings of the 2026 6th International Conference on Image Processing and Capsule Networks, ICIPCN 2026",10.1109/ICIPCN67432.2026.11438447,review,value alignment; interpretability; robustness; governance; ethics; capabilities,none,logic,,not_applicable,yes,related concept,5,,no,,,,,,0,full-text,"ft_file=Artificial General Intelligence: Current Progress, Safety Considerations, and Ethical Imperatives.pdf"
P202,A NOTE ON ETHICS AND PREDICTION,"Boccignone, G.; Lerma, B.M.",2026,Sistemi Intelligenti,10.1422/120417,position,value alignment; ethics,none,none,,not_applicable,no,no,3,,no,,,,,,,abstract,
