id,title,authors,year,doi,arxiv_id,abstract,keywords,source_db,journal,url,decision,reason_code,notes,stage
P02_0075,Neural Dehydration: Effective Erasure of Black-box Watermarks from DNNs with Limited Data,Yifan Lu; Wenxuan Li; Mi Zhang; Xudong Pan; Min Yang,2024,10.1145/3658644.3690334,,,"model watermarking, removal attack, robustness",ACM:F2,Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,https://doi.org/10.1145/3658644.3690334,Uncertain,,,abstract
P02_0076,Learning Style-Invariant Robust Representation for Generalizable Visual Instance Retrieval,Tianyu Chang; Xun Yang; Xin Luo; Wei Ji; Meng Wang,2023,10.1145/3581783.3611949,,,"domain generalization, object reidentification, style synthesis, visual instance retrieval",ACM:F2,Proceedings of the 31st ACM International Conference on Multimedia,https://doi.org/10.1145/3581783.3611949,Exclude,E2,,title-excluded
P02_0077,Trust in One Round: Confidence Estimation for Large Language Models via Structural Signals,Pengyue Yang; Jiawen Wen; Haolin Jin; Linghan Huang; Huaming Chen; Ling Chen,2026,10.1145/3774904.3793055,,,"large language models, uncertainty quantification, hallucination detection, hidden-state trajectory",ACM:F2,Proceedings of the ACM Web Conference 2026,https://doi.org/10.1145/3774904.3793055,Exclude,E2,,title-excluded
P02_0078,"EllSeg-Gen, towards Domain Generalization for Head-Mounted Eyetracking",Rakshit S. Kothari; Reynold J. Bailey; Christopher Kanan; Jeff B. Pelz; Gabriel J. Diaz,2022,10.1145/3530880,,,"semantic segmentation, domain generalization",ACM:F2,,https://doi.org/10.1145/3530880,Exclude,E2,,title-excluded
P02_0079,Harmful Fine-tuning Attacks and Defenses for Large Language Models: A Survey,Tiansheng Huang; Sihao Hu; Fatih Ilhan; Selim Furkan Tekin; Ling Liu,2026,10.1145/3817114,,,"Harmful fine-tuning attack, Large Language Models, safety alignment, emerging misalignment",ACM:F2,,https://doi.org/10.1145/3817114,Exclude,E2,,title-excluded
P02_0080,Augmentations in Graph Contrastive Learning: Current Methodological Flaws &amp; Towards Better Practices,Puja Trivedi; Ekdeep Singh Lubana; Yujun Yan; Yaoqing Yang; Danai Koutra,2022,10.1145/3485447.3512200,,,"Contrastive Learning, Data Augmentation, Graph Neural Networks",ACM:F2,Proceedings of the ACM Web Conference 2022,https://doi.org/10.1145/3485447.3512200,Exclude,E2,,title-excluded
P02_0081,Evaluating Out-of-Distribution Robustness of TabPFN on Tabular Data,D. Harijeyan,2025,10.1109/icatc68823.2025.11407733,,"Out-of-distribution (OOD) generalization is a critical challenge in machine learning, especially for tabular data where real-world distributions often differ from training data. TabPFN is a recent transformer-based model that achieves strong performance on small tabular classification tasks by training only on synthetic data. However, its ability to generalize to OOD scenarios in real-world datasets has not been fully explored. In this work, the evaluation of the pre-trained TabPFN model is extended to the UCI Adult dataset, focusing on OOD splits based on education, age, and gender. TabPFN’s performance is compared with traditional models such as Random Forest, XGBoost, and LinearSVC. Experiments show that TabPFN consistently achieves higher accuracy and F1 scores on OOD samples across different demographic splits. Visualizations and statistical analysis are provided to support these findings. This study demonstrates the practical value of TabPFN for robust tabular classification in the presence of distribution shifts, and highlights its potential for real-world applications where fairness and reliability are important.",Metalearning; Training; Accuracy; Statistical analysis; Training data; Transformers; Robustness; Data models; Random forests; Synthetic data; tabular data; classification; out-of-distribution generalization; tabPFN; demographic shift,IEEE:part1,2025 International Conference on Advances in Technology and Computing (ICATC),,Include,,,abstract
P02_0082,On the Out-of-Distribution Evaluation of ML-Based End-to-End Communications Systems,M. Akrout; F. Bellili; A. Mezghani; E. Hossain,2024,10.1109/icc51166.2024.10622985,,"Machine learning (ML)-aided wireless communication studies are initiating the investigation of the domain generalization capabilities of deep neural networks (DNNs) when applied to communication problems. They do so by adopting the out-of-distribution (OOD) performance evaluation by comparing it to the in-distribution (ID) performance as usually done within the ML community. In this paper, we demonstrate that such blind adoption can yield a misleading OOD performance analysis of DNNs unless wireless communication metrics are involved in the OOD evaluation. By analyzing the OOD performance of an end-to-end (E2E) ML communication system over additive white Gaussian noise (AWGN) channels in terms of bit error rate (BER), we show that smaller (resp. larger) BER gaps between ID and OOD performance do not necessarily translate into a high (resp. low) reconstruction accuracy. Our results suggest that the comparison between ID and OOD performances is not enough to judge whether the OOD performance is acceptable or not. The ID and OOD performances of E2E communication systems should instead be carried out based on wireless metrics.",Wireless communication; Performance evaluation; AWGN channels; Accuracy; Bit error rate; Machine learning; Artificial neural networks; ML-aided wireless networks; out-of-distribution generalization; domain generalization,IEEE:part1,ICC 2024 - IEEE International Conference on Communications,,Include,,,abstract
P02_0083,How Image Corruption and Perturbation Affect Out-of-Distribution Generalization and Calibration,K. Tada; H. Naganuma,2023,10.1109/ijcnn54540.2023.10191806,,"In scenarios such as people-flow analysis and autonomous driving using camera footage, the performance of deep neural networks can be impacted by environmental changes such as the degradation of the camera lenses over time and changes in weather conditions. Understanding the impact of environmental changes on model performance is critical to the safe use of the model but has not been systematically investigated. In this study, we cast environmental changes as distribution shifts in the data and tackle the out-of-distribution generalization problem. In particular, we investigate the impact of performance degradation and uncertainty estimation under more than 30 distribution shifts considered in real-world applications. Our experimental results show that there is a correlation between classification accuracy and uncertainty in out-of-distribution environments. Furthermore, it is suggested that uncertainty calibration is not necessarily effective in environments where severe corruption occurs. We believe these findings will contribute to the safe use of the model in the real world.",Degradation; Uncertainty; Correlation; Perturbation methods; Estimation; Cameras; Calibration; out-of-distribution generalization; uncertainty; calibration,IEEE:part1,2023 International Joint Conference on Neural Networks (IJCNN),,Exclude,E2,,title-excluded
P02_0084,A Data Efficient Vision Transformer for Robust Human Activity Recognition from the Spectrograms of Wearable Sensor Data,J. McQuire; P. Watson; N. Wright; H. Hiden; M. Catt,2023,10.1109/ssp53291.2023.10208059,,"This study introduces the Data Efficient Separable Transformer (DeSepTr) architecture, a novel framework for Human Activity Recognition (HAR) that utilizes a light-weight computer vision model to train a Vision Transformer (ViT) on spectrograms generated from wearable sensor data. The proposed model achieves strong results on several HAR tasks, including surface condition recognition and activity recognition. Compared to the ResNet-18 model, DeSepTr outperforms by 5.9% on out-of-distribution test data accuracy for surface condition recognition. The framework enables ViTs to learn from limited labeled training data and generalize to data from participants outside of the training cohort, potentially leading to the development of activity recognition models that are robust to the wider population. The results suggest that the DeSepTr architecture can overcome limitations related to the heterogeneity of individuals’ behavior patterns and the weak inductive bias of transformer algorithms.",Training; Computational modeling; Training data; Computer architecture; Transformers; Data models; Human activity recognition; Vision Transformers; Human Activity Recognition; Deep Learning; Spectrograms,IEEE:part1,2023 IEEE Statistical Signal Processing Workshop (SSP),,Exclude,E2,,title-excluded
P02_0085,Evaluating YOLOv8 model With Out-of-distribution dataset and shape bias,S. Eto; Y. Wada; C. Wada,2024,10.1109/gcce62371.2024.10760789,,"In recent years, numerous convolutional neural network (CNN) models have been proposed to achieve a high performance. Among them, YOLOv8 is a suitable model for edge devices with limited hardware resources because YOLOv8 is designed with consideration for deployment on edge devices such as consumer electronics. However, CNNs in edge devices must be robust against out-of-distribution data, and their robustness against out-of-distribution data has not been sufficiently verified. This study verifies the robustness of YOLOv8 for out-of-distribution data. We measured the out-of-distribution accuracy of lightweight models trained on ImageNet running in real time on the YOLOv8 backbone and edge devices. We also measured shape bias, the tendency to emphasize shape when categorizing, because it is known to be related to the robustness of out-of-distribution data. We trained YOLOv8 with ImageNet and evaluated it based on the out-of-distribution accuracy and shape bias. The experimental results show that the YOLOv8 backbone has a lower out-of-distribution accuracy than the other lightweight models. Moreover, the shape bias may facilitate the learning of feature representations that are useful for downstream tasks.",Accuracy; Shape; Image edge detection; Shape measurement; Semantic segmentation; Robustness; Time measurement; Real-time systems; Convolutional neural networks; Consumer electronics; convolutional neural network; YOLOv8; shape bias; out-of-distribusion dataset,IEEE:part1,2024 IEEE 13th Global Conference on Consumer Electronics (GCCE),,Exclude,E2,,title-excluded
P02_0086,Representation Learning on Out of Distribution in Tabular Data,A. Ginanjar; X. Li; P. Singh; W. Hua,2025,10.1109/iaict65714.2025.11100645,,"The open world assumption in model development indicates that a model may not have enough information to effectively manage data that is completely different or out of distribution (OOD). When a model encounters OOD data, its performance can deteriorate significantly. To enhance a model’s ability to handle OOD data, generalisation techniques can be employed, such as adding noise, which is easily implemented using deep learning methods. However, many advanced machine learning models are resource-intensive and optimised for use with specialised hardware like GPU, which may not always be accessible to users with limited hardware capabilities. To provide a deeper understanding and practical solutions for handling OOD data, this study explores detection, evaluation, and prediction tasks within the context of OOD on tabular datasets, specifically using common consumer hardware (CPUs). The study demonstrates how users can identify OOD data from available datasets and offers guidance on evaluating the selection of OOD data through straightforward experiments and visual-isations. Additionally, this study introduces a technique called Tabular Contrast Learning (TCL), a representation learning technique which is specifically designed for tabular prediction tasks. TCL achieves better results compared to heavier models while being more efficient, even when trained on non-specialised hardware. This makes it particularly beneficial for general machine learning users who face computational constraints. The results show that TCL outperforms other contrastive learning methods and various deep learning models in classification tasks.",Representation learning; Deep learning; Training; Computational modeling; Noise; Graphics processing units; Contrastive learning; Data models; Hardware; Optimization; Contrastive Learning; Tabular; Out of Distribution,IEEE:part1,"2025 IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology (IAICT)",,Exclude,E2,,title-excluded
P02_0087,Evading the Simplicity Bias: Training a Diverse Set of Models Discovers Solutions with Superior OOD Generalization,D. Teney; E. Abbasnejad; S. Lucey; A. Van den Hengel,2022,10.1109/cvpr52688.2022.01626,,"Neural networks trained with SGD were recently shown to rely preferentially on linearly-predictive features and can ignore complex, equally-predictive ones. This simplicity bias can explain their lack of robustness out of distribution (OOD). The more complex the task to learn, the more likely it is that statistical artifacts (i.e. selection biases, spurious correlations) are simpler than the mechanisms to learn. We demonstrate that the simplicity bias can be mitigated and OOD generalization improved. We train a set of similar models to fit the data in different ways using a penalty on the alignment of their input gradients. We show theoretically and empirically that this induces the learning of more com-plex predictive patterns. OOD generalization fundamentally requires information beyond i. i.d. examples, such as multiple training environ-ments, counterfactual examples, or other side information. Our approach shows that we can defer this requirement to an independent model selection stage. We obtain SOTA re-sults in visual recognition on biased data and generalization across visual domains. The method - the first to evade the simplicity bias - highlights the need for a better under-standing and control of inductive biases in deep learning.",Training; Representation learning; Deep learning; Visualization; Correlation; Neural networks; Robustness; Representation learning,"IEEE:part1, Scopus:safety, WoS:safety",2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,Include,,,abstract
P02_0088,Compositional Generalization in Emergent Communication via Metropolis-Hastings Naming Game with Transformer Language Models,N. L. Hoang; Y. Matsui; A. Taniguchi; T. Taniguchi,2026,10.1109/tcds.2026.3699989,,"Emergent communication (EmCom) investigates how artificial agents collaboratively develop languages that exhibit compositional generalization and message alignment between agents. Existing approaches, such as the Inter-VAE+VAE model employing recurrent neural networks (RNNs), face limitations in compositionality and message alignment. Specifically, the sequential structure of RNNs leads to gradual information loss, making it difficult to consistently encode multiple attributes of referents across message sequences and maintain alignment with agents’ internal conceptual representations. To overcome these limitations, we propose Inter-TLM+VAE, a Transformer-based model integrated into the Metropolis-Hastings Naming Game (MHNG), designed to enhance compositional generalization and message alignment between two agents. Each agent consists of two modules: a Variational Autoencoder (VAE), which encodes visual objects into internal conceptual representations, and a Transformer-based Language Model (TLM), which generates messages conditioned directly on these representations. We evaluate our model on the dSprites and 3DShapes datasets, comparing it against baselines including referential games, reconstruction tasks, and the original Inter-VAE+VAE. Results demonstrate that Inter-TLM+VAE improves both compositionality and interagent alignment on a more complex dataset. An ablation study further reveals that self-attention alone substantially outperforms recurrent architectures across all metrics, while integrating both self- and cross-attention achieves the best overall performance. These findings underscore the role of attention mechanisms in advancing robust EmCom systems within the MHNG framework.",Modeling; Games; Conferences; Learning (artificial intelligence); Architecture; Computer architecture; Transformers; Long short term memory; Attention mechanisms; Information processing; emergent communication; transformer; compositional generalization; Metropolis-Hastings naming game; collective predictive coding,"IEEE:part1, Scopus:safety",IEEE Transactions on Cognitive and Developmental Systems,,Include,,,abstract
P02_0089,Activation Subspaces for Out-of-Distribution Detection,B. Zöngür; R. Hesse; S. Roth,2025,10.1109/iccv51701.2025.00335,,"To ensure the reliability of deep models in real-world applications, out-of-distribution (OOD) detection methods aim to distinguish samples close to the training distribution (indistribution, ID) from those farther away (OOD). In this work, we propose a novel OOD detection method that utilizes singular value decomposition of the weight matrix of the classification head to decompose the model's activations into decisive and insignificant components, which contribute maximally, respectively minimally, to the final classifier output. We find that the subspace of insignificant components more effectively distinguishes ID from OOD data than raw activations in regimes of large distribution shifts (Far-OOD). This occurs because the classification objective leaves the insignificant subspace largely unaffected, yielding features that are “untainted” by the target classification task. Conversely, in regimes of smaller distribution shifts (Near-OOD), we find that activation shaping methods profit from only considering the decisive subspace, as the insignificant component can cause interference in the activation space. By combining two findings into a single approach, termed ActSub, we achieve state-of-the-art results in various standard OOD benchmarks.11The code is available at https://github.com/visinf/actsub/.",Feeds; Internet; Protocols; HTTP; Receivers; Crowdsourcing; Instant messaging; Media Access Control; Wide area networks; Communication systems; out-of-distribution detection; image classification; deep learning,IEEE:part1,2025 IEEE/CVF International Conference on Computer Vision (ICCV),,Exclude,E2,,title-excluded
